GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,CS2001,CS2002,CS2003,CS2004,CS2005,CS2006,CS2007,CS2008,CS2009,CS2010,CS2011,CS2012,CS2013,CS2014,CS2015,CY7001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Standard Consolidated Statistical Area Code,Standard Metropolitan Statistical Area Code,Urban Area Code,Area Name,1970 Central County Code,Central Business District,State Economic Area,Paying cash rent: Less than $30,Paying cash rent: $30-$39,Paying cash rent: $40-$49,Paying cash rent: $50-$59,Paying cash rent: $60-$69,Paying cash rent: $70-$79,Paying cash rent: $80-$89,Paying cash rent: $90-$99,Paying cash rent: $100-$119,Paying cash rent: $120-$149,Paying cash rent: $150-$199,Paying cash rent: $200-$249,Paying cash rent: $250-$299,Paying cash rent: $300 or more,Without payment of cash rent,Total
"G25001703591","1970","1","1","Massachusetts","25","Middlesex","017",,,"3591",,"1120",,"Tract 3591","1","1","C",0,0,0,0,33,5,5,6,0,5,47,6,11,18,10,4983
"G25001703592","1970","1","1","Massachusetts","25","Middlesex","017",,,"3592",,"1120",,"Tract 3592","1","1","C",-1,,,,,,,,,,,,,,,956
"G25001703593","1970","1","1","Massachusetts","25","Middlesex","017",,,"3593",,"1120",,"Tract 3593","1","1","C",0,0,0,0,0,10,4,0,47,26,227,72,43,14,16,7574
"G25001703601","1970","1","1","Massachusetts","25","Middlesex","017",,,"3601",,"1120",,"Tract 3601","1","1","C",0,0,0,0,0,0,0,0,27,17,0,0,0,0,528,2861
"G25001703602","1970","1","1","Massachusetts","25","Middlesex","017",,,"3602",,"1120",,"Tract 3602","1","1","C",0,0,0,0,0,0,0,0,13,11,25,53,23,50,44,4706
"G25001703611","1970","1","1","Massachusetts","25","Middlesex","017",,,"3611",,"1120",,"Tract 3611","1","1","C",6,0,0,5,0,0,10,4,9,36,90,18,4,30,16,5523
"G25001703612","1970","1","1","Massachusetts","25","Middlesex","017",,,"3612",,"1120",,"Tract 3612","1","1","C",0,0,0,6,7,0,15,5,12,36,116,11,32,38,25,4747
"G25001703613","1970","1","1","Massachusetts","25","Middlesex","017",,,"3613",,"1120",,"Tract 3613","1","1","C",0,0,0,6,33,0,5,4,15,43,80,38,15,14,103,5878
"G25001703621","1970","1","1","Massachusetts","25","Middlesex","017",,,"3621",,,,"Tract 3621","1","1","C",0,0,0,0,5,0,5,0,6,10,5,5,10,5,9,2871
"G25001703631","1970","1","1","Massachusetts","25","Middlesex","017",,,"3631",,,,"Tract 3631","1","1","C",0,5,0,0,0,0,5,0,33,112,375,128,8,21,10,8258
"G25001703632","1970","1","1","Massachusetts","25","Middlesex","017",,,"3632",,,,"Tract 3632","1","1","C",6,0,0,0,5,11,6,6,47,66,146,24,31,9,6,6512
"G25001703641","1970","1","1","Massachusetts","25","Middlesex","017",,,"3641",,,,"Tract 3641","1","1","C",5,0,20,15,90,39,14,58,138,266,160,34,5,0,42,9710
"G25001703651","1970","1","1","Massachusetts","25","Middlesex","017",,,"3651",,"1120",,"Tract 3651","1","1","C",0,0,0,0,0,0,0,4,5,4,5,5,14,20,8,4873
"G25001703652","1970","1","1","Massachusetts","25","Middlesex","017",,,"3652",,"1120",,"Tract 3652","1","1","C",0,0,0,0,4,0,0,0,9,9,21,20,0,34,37,8633
"G25001703661","1970","1","1","Massachusetts","25","Middlesex","017",,,"3661",,"1120",,"Tract 3661","1","1","C",0,0,0,0,5,3,3,13,21,58,46,11,5,11,17,5211
"G25001703662","1970","1","1","Massachusetts","25","Middlesex","017",,,"3662",,"1120",,"Tract 3662","1","1","C",0,0,0,0,0,0,0,0,7,24,11,19,17,18,18,8245
"G25001703671","1970","1","1","Massachusetts","25","Middlesex","017",,,"3671",,"1120",,"Tract 3671","1","1","C",0,0,0,0,0,0,0,0,12,0,19,6,0,21,26,3960
"G25001703672","1970","1","1","Massachusetts","25","Middlesex","017",,,"3672",,"1120",,"Tract 3672","1","1","C",0,0,0,0,4,0,0,0,8,9,28,22,9,42,31,6918
"G25001703681","1970","1","1","Massachusetts","25","Middlesex","017",,,"3681",,"1120",,"Tract 3681","1","1","C",0,0,0,5,0,0,0,0,5,40,153,39,0,15,11,8371
"G25001703682","1970","1","1","Massachusetts","25","Middlesex","017",,,"3682",,"1120",,"Tract 3682","1","1","C",0,0,5,10,10,25,29,23,48,136,81,16,9,0,15,4972
"G25001703683","1970","1","1","Massachusetts","25","Middlesex","017",,,"3683",,"1120",,"Tract 3683","1","1","C",0,5,38,9,27,20,26,30,123,324,358,39,4,16,4,4532
"G25001703684","1970","1","1","Massachusetts","25","Middlesex","017",,,"3684",,"1120",,"Tract 3684","1","1","C",7,0,0,0,5,34,46,72,114,315,453,169,17,0,34,8405
"G25001703685","1970","1","1","Massachusetts","25","Middlesex","017",,,"3685",,"1120",,"Tract 3685","1","1","C",0,11,84,36,69,65,84,52,181,298,138,4,4,6,20,2621
"G25001703686","1970","1","1","Massachusetts","25","Middlesex","017",,,"3686",,"1120",,"Tract 3686","1","1","C",4,0,11,53,58,23,45,35,274,607,492,39,4,0,25,6546
"G25001703687","1970","1","1","Massachusetts","25","Middlesex","017",,,"3687",,"1120",,"Tract 3687","1","1","C",0,0,10,10,14,23,16,49,86,249,206,10,0,0,19,3039
"G25001703688","1970","1","1","Massachusetts","25","Middlesex","017",,,"3688",,"1120",,"Tract 3688","1","1","C",0,0,4,48,35,27,35,52,176,320,303,19,10,7,10,5258
"G25001703689","1970","1","1","Massachusetts","25","Middlesex","017",,,"3689",,"1120",,"Tract 3689","1","1","C",0,0,6,5,14,11,12,59,100,160,824,301,15,5,22,8127
"G25001703690","1970","1","1","Massachusetts","25","Middlesex","017",,,"3690",,"1120",,"Tract 3690","1","1","C",0,0,0,0,5,5,0,0,0,13,5,102,5,0,6,3944
"G25001703691","1970","1","1","Massachusetts","25","Middlesex","017",,,"3691",,"1120",,"Tract 3691","1","1","C",0,0,0,10,11,0,0,0,16,61,137,82,0,23,22,5767
"G25001703701","1970","1","1","Massachusetts","25","Middlesex","017",,,"3701",,"1120",,"Tract 3701","1","1","C",0,0,5,20,53,15,84,49,236,554,883,450,158,49,41,15966
"G25001703702","1970","1","1","Massachusetts","25","Middlesex","017",,,"3702",,"1120",,"Tract 3702","1","1","C",0,0,11,0,0,6,18,34,57,258,716,190,58,11,35,10380
"G25001703703","1970","1","1","Massachusetts","25","Middlesex","017",,,"3703",,"1120",,"Tract 3703","1","1","C",0,0,0,0,36,6,29,56,281,386,465,105,27,0,21,6577
"G25001703704","1970","1","1","Massachusetts","25","Middlesex","017",,,"3704",,"1120",,"Tract 3704","1","1","C",0,0,0,6,25,15,44,61,152,263,447,170,17,0,32,6372
"G25001703731","1970","1","1","Massachusetts","25","Middlesex","017",,,"3731",,"1120",,"Tract 3731","1","1","C",0,0,0,17,20,34,31,13,114,275,414,180,49,14,15,6039
"G25001703732","1970","1","1","Massachusetts","25","Middlesex","017",,,"3732",,"1120",,"Tract 3732","1","1","C",0,0,77,14,27,14,15,26,172,223,189,52,0,9,39,5304
"G25001703733","1970","1","1","Massachusetts","25","Middlesex","017",,,"3733",,"1120",,"Tract 3733","1","1","C",0,0,67,11,5,11,4,21,47,76,182,73,24,20,5,3468
"G25001703734","1970","1","1","Massachusetts","25","Middlesex","017",,,"3734",,"1120",,"Tract 3734","1","1","C",0,0,0,0,0,0,7,19,21,120,155,137,36,32,6,3518
"G25001703735","1970","1","1","Massachusetts","25","Middlesex","017",,,"3735",,"1120",,"Tract 3735","1","1","C",0,0,0,0,0,0,6,5,38,33,105,40,21,39,31,6858
"G25001703736","1970","1","1","Massachusetts","25","Middlesex","017",,,"3736",,"1120",,"Tract 3736","1","1","C",0,0,0,0,0,0,10,5,4,4,18,14,41,12,9,4104
"G25001703737","1970","1","1","Massachusetts","25","Middlesex","017",,,"3737",,"1120",,"Tract 3737","1","1","C",0,0,0,0,0,0,6,0,8,23,112,48,0,37,31,5659
"G25001703738","1970","1","1","Massachusetts","25","Middlesex","017",,,"3738",,"1120",,"Tract 3738","1","1","C",0,0,32,6,0,37,14,37,43,61,141,109,60,39,30,5244
"G25001703739","1970","1","1","Massachusetts","25","Middlesex","017",,,"3739",,"1120",,"Tract 3739","1","1","C",0,0,0,0,0,0,0,0,0,0,74,202,137,196,25,7252
"G25001703740","1970","1","1","Massachusetts","25","Middlesex","017",,,"3740",,"1120",,"Tract 3740","1","1","C",0,0,0,0,0,0,0,0,0,16,15,6,0,0,26,4895
"G25001703741","1970","1","1","Massachusetts","25","Middlesex","017",,,"3741",,"1120",,"Tract 3741","1","1","C",0,0,0,0,0,5,0,26,38,116,140,96,22,0,5,4027
"G25001703742","1970","1","1","Massachusetts","25","Middlesex","017",,,"3742",,"1120",,"Tract 3742","1","1","C",0,0,0,4,0,5,5,4,16,39,117,53,5,63,7,4671
"G25001703743","1970","1","1","Massachusetts","25","Middlesex","017",,,"3743",,"1120",,"Tract 3743","1","1","C",0,0,4,0,0,0,0,0,0,5,14,9,13,14,16,3759
"G25001703744","1970","1","1","Massachusetts","25","Middlesex","017",,,"3744",,"1120",,"Tract 3744","1","1","C",0,0,0,0,0,0,0,0,5,22,26,51,42,34,35,6524
"G25001703745","1970","1","1","Massachusetts","25","Middlesex","017",,,"3745",,"1120",,"Tract 3745","1","1","C",0,0,0,0,4,4,0,0,18,68,164,78,18,16,21,4828
"G25001703746","1970","1","1","Massachusetts","25","Middlesex","017",,,"3746",,"1120",,"Tract 3746","1","1","C",0,0,0,0,0,5,0,17,25,105,255,94,54,10,36,6544
"G25001703747","1970","1","1","Massachusetts","25","Middlesex","017",,,"3747",,"1120",,"Tract 3747","1","1","C",0,0,0,0,0,5,4,6,23,36,147,50,19,4,25,4154
"G25001703748","1970","1","1","Massachusetts","25","Middlesex","017",,,"3748",,"1120",,"Tract 3748","1","1","C",0,0,0,0,0,5,0,0,7,32,124,121,12,27,27,4225
"G25001703821","1970","1","1","Massachusetts","25","Middlesex","017",,,"3821",,"1120",,"Tract 3821","1","1","C",0,0,0,0,5,5,0,4,10,27,58,11,11,10,11,6411
"G25001703822","1970","1","1","Massachusetts","25","Middlesex","017",,,"3822",,"1120",,"Tract 3822","1","1","C",0,0,12,4,0,12,9,4,47,62,89,30,15,9,28,5712
"G25001703823","1970","1","1","Massachusetts","25","Middlesex","017",,,"3823",,"1120",,"Tract 3823","1","1","C",0,0,0,0,12,7,0,6,53,99,81,41,6,0,24,4665
"G25001703824","1970","1","1","Massachusetts","25","Middlesex","017",,,"3824",,"1120",,"Tract 3824","1","1","C",0,0,0,50,109,12,30,0,49,84,112,15,0,0,10,4980
"G25001703825","1970","1","1","Massachusetts","25","Middlesex","017",,,"3825",,"1120",,"Tract 3825","1","1","C",0,0,5,15,15,5,20,10,30,100,193,91,6,11,19,5136
"G25001703826","1970","1","1","Massachusetts","25","Middlesex","017",,,"3826",,"1120",,"Tract 3826","1","1","C",0,0,0,0,0,0,0,0,5,14,23,30,12,13,12,4143
"G25001703831","1970","1","1","Massachusetts","25","Middlesex","017",,,"3831",,"1120",,"Tract 3831","1","1","C",0,5,4,5,55,25,49,46,138,656,464,80,30,0,40,5539
"G25001703832","1970","1","1","Massachusetts","25","Middlesex","017",,,"3832",,"1120",,"Tract 3832","1","1","C",0,0,5,6,8,24,24,47,167,230,312,84,57,0,53,5966
"G25001703833","1970","1","1","Massachusetts","25","Middlesex","017",,,"3833",,"1120",,"Tract 3833","1","1","C",5,10,13,18,0,23,50,61,89,101,53,7,6,6,4,3359
"G25001703834","1970","1","1","Massachusetts","25","Middlesex","017",,,"3834",,"1120",,"Tract 3834","1","1","C",0,3,0,46,5,40,53,17,181,310,556,49,15,0,16,5807
"G25001703835","1970","1","1","Massachusetts","25","Middlesex","017",,,"3835",,"1120",,"Tract 3835","1","1","C",0,0,10,180,150,29,31,36,88,228,326,180,38,5,16,6944
"G25001703836","1970","1","1","Massachusetts","25","Middlesex","017",,,"3836",,"1120",,"Tract 3836","1","1","C",0,0,0,0,0,0,15,6,7,68,363,57,22,14,25,5985
"G25001703837","1970","1","1","Massachusetts","25","Middlesex","017",,,"3837",,"1120",,"Tract 3837","1","1","C",0,0,0,0,0,6,12,6,12,58,243,89,0,0,5,8136
"G25001703838","1970","1","1","Massachusetts","25","Middlesex","017",,,"3838",,"1120",,"Tract 3838","1","1","C",0,0,0,5,0,5,0,6,21,20,143,20,5,4,6,5332
"G25001703839","1970","1","1","Massachusetts","25","Middlesex","017",,,"3839",,"1120",,"Tract 3839","1","1","C",0,0,0,0,0,6,0,0,0,25,43,46,128,67,5,13886
"G25001703840","1970","1","1","Massachusetts","25","Middlesex","017",,,"3840",,"1120",,"Tract 3840","1","1","C",0,0,0,0,0,0,6,0,11,4,190,104,59,56,0,3094
"G25001703851","1970","1","1","Massachusetts","25","Middlesex","017",,,"3851",,"1120",,"Tract 3851","1","1","C",0,0,6,7,46,7,7,12,22,73,126,10,4,0,16,3766
"G25001703852","1970","1","1","Massachusetts","25","Middlesex","017",,,"3852",,"1120",,"Tract 3852","1","1","C",0,0,0,0,0,0,5,5,25,92,100,5,5,0,9,5116
"G25001703861","1970","1","1","Massachusetts","25","Middlesex","017",,,"3861",,"1120",,"Tract 3861","1","1","C",0,0,0,0,0,0,0,5,0,6,0,5,6,12,27,3316
"G25002104001","1970","1","1","Massachusetts","25","Norfolk","021",,,"4001",,"1120",,"Tract 4001","1","1","C",0,4,0,0,0,0,5,9,20,152,521,468,330,438,34,4877
"G25002104002","1970","1","1","Massachusetts","25","Norfolk","021",,,"4002",,"1120",,"Tract 4002","1","1","C",0,0,71,5,15,44,24,9,121,147,545,403,172,103,19,4495
"G25002104003","1970","1","1","Massachusetts","25","Norfolk","021",,,"4003",,"1120",,"Tract 4003","1","1","C",0,0,0,0,0,16,0,5,13,129,421,359,131,79,10,4542
"G25002104004","1970","1","1","Massachusetts","25","Norfolk","021",,,"4004",,"1120",,"Tract 4004","1","1","C",0,0,6,0,6,6,12,24,26,171,664,456,175,161,23,5522
"G25002104005","1970","1","1","Massachusetts","25","Norfolk","021",,,"4005",,"1120",,"Tract 4005","1","1","C",0,0,0,11,0,0,11,15,57,287,705,395,283,163,35,5584
"G25002104006","1970","1","1","Massachusetts","25","Norfolk","021",,,"4006",,"1120",,"Tract 4006","1","1","C",0,0,0,5,0,0,11,10,75,233,780,306,167,111,29,5734
"G25002104007","1970","1","1","Massachusetts","25","Norfolk","021",,,"4007",,"1120",,"Tract 4007","1","1","C",0,5,6,5,7,6,21,9,88,217,381,97,54,5,14,3614
"G25002104008","1970","1","1","Massachusetts","25","Norfolk","021",,,"4008",,"1120",,"Tract 4008","1","1","C",0,4,9,19,65,7,0,10,37,193,710,483,220,285,17,5422
"G25002104009","1970","1","1","Massachusetts","25","Norfolk","021",,,"4009",,"1120",,"Tract 4009","1","1","C",0,0,42,11,34,15,17,20,88,206,284,211,252,156,31,3916
"G25002104010","1970","1","1","Massachusetts","25","Norfolk","021",,,"4010",,"1120",,"Tract 4010","1","1","C",5,0,0,6,25,28,47,34,139,238,148,56,20,0,21,3796
"G25002104011","1970","1","1","Massachusetts","25","Norfolk","021",,,"4011",,"1120",,"Tract 4011","1","1","C",0,0,0,0,0,5,0,5,25,58,106,60,33,65,36,5157
"G25002104012","1970","1","1","Massachusetts","25","Norfolk","021",,,"4012",,"1120",,"Tract 4012","1","1","C",0,0,0,0,0,0,0,0,10,30,399,165,35,55,15,5518
"G25002104021","1970","1","1","Massachusetts","25","Norfolk","021",,,"4021",,"1120",,"Tract 4021","1","1","C",0,0,0,33,108,31,31,75,123,238,121,69,31,5,20,9029
"G25002104022","1970","1","1","Massachusetts","25","Norfolk","021",,,"4022",,"1120",,"Tract 4022","1","1","C",0,0,0,0,0,4,6,11,13,31,84,14,0,0,8,2736
"G25002104023","1970","1","1","Massachusetts","25","Norfolk","021",,,"4023",,"1120",,"Tract 4023","1","1","C",0,0,5,0,0,0,6,4,0,17,5,5,0,0,5,5049
"G25002104024","1970","1","1","Massachusetts","25","Norfolk","021",,,"4024",,"1120",,"Tract 4024","1","1","C",0,5,0,0,0,4,10,0,31,74,120,67,25,77,5,7142
"G25002104025","1970","1","1","Massachusetts","25","Norfolk","021",,,"4025",,"1120",,"Tract 4025","1","1","C",0,0,5,4,13,17,8,9,21,69,47,37,0,8,22,3689
"G25002104031","1970","1","1","Massachusetts","25","Norfolk","021",,,"4031",,"1120",,"Tract 4031","1","1","C",5,0,0,0,0,0,0,0,5,16,7,34,10,99,24,7911
"G25002104032","1970","1","1","Massachusetts","25","Norfolk","021",,,"4032",,"1120",,"Tract 4032","1","1","C",0,0,0,0,4,0,4,10,0,5,32,0,20,18,34,4649
"G25002104033","1970","1","1","Massachusetts","25","Norfolk","021",,,"4033",,"1120",,"Tract 4033","1","1","C",0,0,0,0,0,0,6,0,7,15,61,8,21,25,15,4265
"G25002104034","1970","1","1","Massachusetts","25","Norfolk","021",,,"4034",,"1120",,"Tract 4034","1","1","C",0,0,0,0,41,15,5,12,86,41,86,98,58,43,9,7287
"G25002104035","1970","1","1","Massachusetts","25","Norfolk","021",,,"4035",,"1120",,"Tract 4035","1","1","C",0,0,0,0,0,5,11,16,27,46,175,48,41,12,23,5597
"G25002104041","1970","1","1","Massachusetts","25","Norfolk","021",,,"4041",,"1120",,"Tract 4041","1","1","C",0,0,0,0,0,0,0,0,0,9,16,7,0,16,0,1754
"G25002104042","1970","1","1","Massachusetts","25","Norfolk","021",,,"4042",,"1120",,"Tract 4042","1","1","C",0,0,0,7,0,7,17,12,34,96,79,32,9,76,16,10313
"G25002104043","1970","1","1","Massachusetts","25","Norfolk","021",,,"4043",,"1120",,"Tract 4043","1","1","C",0,0,0,0,0,0,10,0,11,37,42,66,53,136,31,9959
"G25002104044","1970","1","1","Massachusetts","25","Norfolk","021",,,"4044",,"1120",,"Tract 4044","1","1","C",20,0,6,57,6,12,63,24,60,45,53,42,45,85,55,6021
"G25002104051","1970","1","1","Massachusetts","25","Norfolk","021",,,"4051",,"1120",,"Tract 4051","1","1","C",0,0,0,0,0,0,21,5,6,12,33,5,0,25,0,4529
"G25002104061","1970","1","1","Massachusetts","25","Norfolk","021",,,"4061",,"1120",,"Tract 4061","1","1","C",7,0,0,0,12,23,6,37,61,40,60,28,6,11,28,9821
"G25002104071","1970","1","1","Massachusetts","25","Norfolk","021",,,"4071",,"1120",,"Tract 4071","1","1","C",0,0,0,0,44,10,0,10,20,70,83,14,8,0,37,5795
"G25002104081","1970","1","1","Massachusetts","25","Norfolk","021",,,"4081",,,,"Tract 4081","1","1","C",5,4,0,0,45,10,18,37,64,109,72,33,0,0,9,7829
"G25002104091","1970","1","1","Massachusetts","25","Norfolk","021",,,"4091",,"1120",,"Tract 4091","1","1","C",14,0,0,0,16,5,0,0,19,33,50,11,0,0,15,4656
"G25002104101","1970","1","1","Massachusetts","25","Norfolk","021",,,"4101",,,,"Tract 4101","1","1","C",0,0,0,0,67,0,21,63,77,113,105,79,0,0,19,5482
"G25002104102","1970","1","1","Massachusetts","25","Norfolk","021",,,"4102",,,,"Tract 4102","1","1","C",-1,,,,,,,,,,,,,,,901
"G25002104103","1970","1","1","Massachusetts","25","Norfolk","021",,,"4103",,,,"Tract 4103","1","1","C",0,0,0,0,0,0,0,0,18,21,17,18,0,0,0,3370
"G25002104104","1970","1","1","Massachusetts","25","Norfolk","021",,,"4104",,,,"Tract 4104","1","1","C",0,0,0,7,5,4,5,9,22,96,229,57,4,0,9,4465
"G25002104111","1970","1","1","Massachusetts","25","Norfolk","021",,,"4111",,"1120",,"Tract 4111","1","1","C",0,0,0,0,7,0,0,18,25,63,118,33,5,0,15,6614
"G25002104112","1970","1","1","Massachusetts","25","Norfolk","021",,,"4112",,"1120",,"Tract 4112","1","1","C",0,0,10,0,5,10,15,38,72,37,111,36,7,0,5,5577
"G25002104113","1970","1","1","Massachusetts","25","Norfolk","021",,,"4113",,"1120",,"Tract 4113","1","1","C",0,0,0,0,0,0,7,0,11,30,87,14,0,7,28,5958
"G25002104121","1970","1","1","Massachusetts","25","Norfolk","021",,,"4121",,"1120",,"Tract 4121","1","1","C",0,0,0,0,0,0,0,0,6,4,18,20,3,13,13,5282
"G25002104122","1970","1","1","Massachusetts","25","Norfolk","021",,,"4122",,"1120",,"Tract 4122","1","1","C",-1,,,,,,,,,,,,,,,2346
"G25002104123","1970","1","1","Massachusetts","25","Norfolk","021",,,"4123",,"1120",,"Tract 4123","1","1","C",0,0,0,0,0,8,0,6,19,15,28,39,7,0,7,5118
"G25002104131","1970","1","1","Massachusetts","25","Norfolk","021",,,"4131",,"1120",,"Tract 4131","1","1","C",0,0,0,0,60,19,6,15,37,47,86,25,5,7,12,6467
"G25002104132","1970","1","1","Massachusetts","25","Norfolk","021",,,"4132",,"1120",,"Tract 4132","1","1","C",0,0,0,63,16,39,22,51,37,103,197,122,10,0,21,6519
"G25002104133","1970","1","1","Massachusetts","25","Norfolk","021",,,"4133",,"1120",,"Tract 4133","1","1","C",0,0,0,6,5,20,10,15,51,62,76,13,0,0,9,4133
"G25002104134","1970","1","1","Massachusetts","25","Norfolk","021",,,"4134",,"1120",,"Tract 4134","1","1","C",0,0,18,17,32,15,62,69,98,205,527,307,84,5,26,9949
"G25002104135","1970","1","1","Massachusetts","25","Norfolk","021",,,"4135",,"1120",,"Tract 4135","1","1","C",0,5,0,5,20,38,36,68,111,127,87,46,21,44,21,3790
"G25002104141","1970","1","1","Massachusetts","25","Norfolk","021",,,"4141",,"1120",,"Tract 4141","1","1","C",0,0,5,0,4,4,0,4,13,19,8,8,13,0,8,3410
"G25002104142","1970","1","1","Massachusetts","25","Norfolk","021",,,"4142",,"1120",,"Tract 4142","1","1","C",0,0,0,0,0,0,0,0,10,5,12,0,4,0,16,3965
"G25002104143","1970","1","1","Massachusetts","25","Norfolk","021",,,"4143",,"1120",,"Tract 4143","1","1","C",4,0,0,0,0,13,0,4,44,26,80,139,13,0,16,4992
"G25002104151","1970","1","1","Massachusetts","25","Norfolk","021",,,"4151",,"1120",,"Tract 4151","1","1","C",0,0,15,5,75,18,50,13,135,175,182,26,6,16,53,9854
"G25002104152","1970","1","1","Massachusetts","25","Norfolk","021",,,"4152",,"1120",,"Tract 4152","1","1","C",0,0,0,0,0,0,0,0,7,21,14,4,0,0,0,3761
"G25002104153","1970","1","1","Massachusetts","25","Norfolk","021",,,"4153",,"1120",,"Tract 4153","1","1","C",0,0,0,0,0,0,0,9,0,14,30,14,0,0,0,3485
"G25002104161","1970","1","1","Massachusetts","25","Norfolk","021",,,"4161",,"1120",,"Tract 4161","1","1","C",0,0,0,0,0,11,12,28,17,22,18,9,0,0,73,7045
"G25002104162","1970","1","1","Massachusetts","25","Norfolk","021",,,"4162",,"1120",,"Tract 4162","1","1","C",0,0,0,0,0,0,19,20,29,33,217,60,0,9,27,7090
"G25002104163","1970","1","1","Massachusetts","25","Norfolk","021",,,"4163",,"1120",,"Tract 4163","1","1","C",5,0,0,0,6,4,5,5,22,59,112,17,24,30,30,5178
"G25002104164","1970","1","1","Massachusetts","25","Norfolk","021",,,"4164",,"1120",,"Tract 4164","1","1","C",0,0,0,0,0,4,9,8,49,40,53,19,5,5,32,7877
"G25002104171","1970","1","1","Massachusetts","25","Norfolk","021",,,"4171",,"1120",,"Tract 4171","1","1","C",0,0,0,0,10,5,18,33,89,214,170,11,0,0,22,5485
"G25002104172","1970","1","1","Massachusetts","25","Norfolk","021",,,"4172",,"1120",,"Tract 4172","1","1","C",0,0,0,7,14,11,26,46,119,249,238,34,5,0,25,7739
"G25002104173","1970","1","1","Massachusetts","25","Norfolk","021",,,"4173",,"1120",,"Tract 4173","1","1","C",0,0,0,0,0,0,0,0,158,27,4,0,0,0,5,1026
"G25002104174","1970","1","1","Massachusetts","25","Norfolk","021",,,"4174",,"1120",,"Tract 4174","1","1","C",0,0,0,0,5,6,6,6,14,74,48,0,0,0,12,3421
"G25002104175","1970","1","1","Massachusetts","25","Norfolk","021",,,"4175",,"1120",,"Tract 4175","1","1","C",0,0,7,0,31,17,34,71,288,446,504,29,0,0,46,10333
"G25002104176","1970","1","1","Massachusetts","25","Norfolk","021",,,"4176",,"1120",,"Tract 4176","1","1","C",0,0,10,5,64,35,21,40,246,463,348,62,9,0,64,10038
"G25002104177","1970","1","1","Massachusetts","25","Norfolk","021",,,"4177",,"1120",,"Tract 4177","1","1","C",13,6,10,22,32,42,86,49,274,324,466,125,15,0,41,7324
"G25002104178","1970","1","1","Massachusetts","25","Norfolk","021",,,"4178",,"1120",,"Tract 4178","1","1","C",5,14,12,48,92,78,66,95,253,266,162,21,8,5,29,10664
"G25002104179","1970","1","1","Massachusetts","25","Norfolk","021",,,"4179",,"1120",,"Tract 4179","1","1","C",0,5,8,11,30,28,104,246,306,466,285,24,0,0,27,8496
"G25002104180","1970","1","1","Massachusetts","25","Norfolk","021",,,"4180",,"1120",,"Tract 4180","1","1","C",0,0,7,5,97,58,97,107,430,558,495,85,10,5,31,11027
"G25002104181","1970","1","1","Massachusetts","25","Norfolk","021",,,"4181",,"1120",,"Tract 4181","1","1","C",0,0,15,12,20,25,53,38,232,351,253,50,0,0,31,6726
"G25002104182","1970","1","1","Massachusetts","25","Norfolk","021",,,"4182",,"1120",,"Tract 4182","1","1","C",0,0,4,0,6,6,10,20,89,76,372,55,0,0,25,5687
"G25002104191","1970","1","1","Massachusetts","25","Norfolk","021",,,"4191",,"1120",,"Tract 4191","1","1","C",0,0,0,6,0,10,17,17,64,127,90,15,6,0,16,6256
"G25002104192","1970","1","1","Massachusetts","25","Norfolk","021",,,"4192",,"1120",,"Tract 4192","1","1","C",0,0,0,0,0,6,8,8,28,62,90,9,4,0,5,5774
"G25002104193","1970","1","1","Massachusetts","25","Norfolk","021",,,"4193",,"1120",,"Tract 4193","1","1","C",0,0,0,0,7,0,13,6,39,44,0,17,0,0,18,2986
"G25002104194","1970","1","1","Massachusetts","25","Norfolk","021",,,"4194",,"1120",,"Tract 4194","1","1","C",0,0,0,0,0,13,15,0,27,52,37,0,0,0,10,3693
"G25002104195","1970","1","1","Massachusetts","25","Norfolk","021",,,"4195",,"1120",,"Tract 4195","1","1","C",0,0,0,0,0,0,0,10,21,39,5,0,5,0,0,3074
"G25002104196","1970","1","1","Massachusetts","25","Norfolk","021",,,"4196",,"1120",,"Tract 4196","1","1","C",0,0,0,0,0,0,0,0,0,8,38,6,5,0,14,5465
"G25002104197","1970","1","1","Massachusetts","25","Norfolk","021",,,"4197",,"1120",,"Tract 4197","1","1","C",0,0,0,0,0,0,0,0,5,16,11,0,5,4,4,3455
"G25002104198","1970","1","1","Massachusetts","25","Norfolk","021",,,"4198",,"1120",,"Tract 4198","1","1","C",0,0,0,4,40,18,14,38,82,64,76,4,0,0,13,4350
"G25002104201","1970","1","1","Massachusetts","25","Norfolk","021",,,"4201",,"1120",,"Tract 4201","1","1","C",0,0,0,0,7,8,0,7,17,56,207,57,25,6,13,7858
"G25002104202","1970","1","1","Massachusetts","25","Norfolk","021",,,"4202",,"1120",,"Tract 4202","1","1","C",0,0,5,0,0,4,4,5,42,61,133,50,0,0,4,7734
"G25002104203","1970","1","1","Massachusetts","25","Norfolk","021",,,"4203",,"1120",,"Tract 4203","1","1","C",0,0,0,24,20,5,31,26,77,107,302,82,5,6,25,11443
"G25002104211","1970","1","1","Massachusetts","25","Norfolk","021",,,"4211",,"1120",,"Tract 4211","1","1","C",0,5,0,0,0,0,21,20,50,49,32,0,0,0,22,4808
