GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,CS2001,CS2002,CS2003,CS2004,CS2005,CS2006,CS2007,CS2008,CS2009,CS2010,CS2011,CS2012,CS2013,CS2014,CS2015,CY7001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Standard Consolidated Statistical Area Code,Standard Metropolitan Statistical Area Code,Urban Area Code,Area Name,1970 Central County Code,Central Business District,State Economic Area,Paying cash rent: Less than $30,Paying cash rent: $30-$39,Paying cash rent: $40-$49,Paying cash rent: $50-$59,Paying cash rent: $60-$69,Paying cash rent: $70-$79,Paying cash rent: $80-$89,Paying cash rent: $90-$99,Paying cash rent: $100-$119,Paying cash rent: $120-$149,Paying cash rent: $150-$199,Paying cash rent: $200-$249,Paying cash rent: $250-$299,Paying cash rent: $300 or more,Without payment of cash rent,Total
"G25002104212","1970","1","1","Massachusetts","25","Norfolk","021",,,"4212",,"1120",,"Tract 4212","1","1","C",0,0,0,0,8,3,12,11,46,74,102,22,10,0,0,6967
"G25002104221","1970","1","1","Massachusetts","25","Norfolk","021",,,"4221",,"1120",,"Tract 4221","1","1","C",0,0,0,0,5,0,10,9,45,51,74,28,0,5,9,5410
"G25002104222","1970","1","1","Massachusetts","25","Norfolk","021",,,"4222",,"1120",,"Tract 4222","1","1","C",0,0,0,0,0,16,5,10,48,122,401,382,39,7,29,7356
"G25002104223","1970","1","1","Massachusetts","25","Norfolk","021",,,"4223",,"1120",,"Tract 4223","1","1","C",0,0,0,5,5,11,5,10,44,32,166,19,0,0,15,6943
"G25002104224","1970","1","1","Massachusetts","25","Norfolk","021",,,"4224",,"1120",,"Tract 4224","1","1","C",0,0,0,158,5,23,21,68,85,229,195,36,0,0,23,8025
"G25002104225","1970","1","1","Massachusetts","25","Norfolk","021",,,"4225",,"1120",,"Tract 4225","1","1","C",0,0,0,0,6,12,66,84,174,182,254,48,15,5,27,9043
"G25002104226","1970","1","1","Massachusetts","25","Norfolk","021",,,"4226",,"1120",,"Tract 4226","1","1","C",0,0,0,5,5,0,10,5,41,99,97,5,0,0,19,8318
"G25002104227","1970","1","1","Massachusetts","25","Norfolk","021",,,"4227",,"1120",,"Tract 4227","1","1","C",0,0,5,0,17,6,5,5,28,80,54,8,0,6,11,5003
"G25002104228","1970","1","1","Massachusetts","25","Norfolk","021",,,"4228",,"1120",,"Tract 4228","1","1","C",0,0,0,0,0,0,0,0,30,85,135,18,11,0,4,4471
"G25002104231","1970","1","1","Massachusetts","25","Norfolk","021",,,"4231",,"1120",,"Tract 4231","1","1","C",0,0,0,0,0,0,17,17,42,72,147,45,22,19,16,6958
"G25002104401","1970","1","1","Massachusetts","25","Norfolk","021",,,"4401",,"6480",,"Tract 4401","1","1","C",0,0,0,5,15,29,15,26,37,88,78,0,0,0,6,4774
"G25002104411","1970","1","1","Massachusetts","25","Norfolk","021",,,"4411",,"6480",,"Tract 4411","1","1","C",-1,,,,,,,,,,,,,,,1746
"G25002104412","1970","1","1","Massachusetts","25","Norfolk","021",,,"4412",,"6480",,"Tract 4412","1","1","C",0,6,6,28,24,42,16,5,55,56,71,11,8,0,23,5748
"G25002104421","1970","1","1","Massachusetts","25","Norfolk","021",,,"4421",,"6480",,"Tract 4421","1","1","C",0,0,10,0,15,9,9,15,69,93,65,11,0,0,57,12670
"G25002104422","1970","1","1","Massachusetts","25","Norfolk","021",,,"4422",,"6480",,"Tract 4422","1","1","C",0,0,9,100,17,19,55,41,136,94,58,42,0,0,6,5160
"G25002104431","1970","1","1","Massachusetts","25","Norfolk","021",,,"4431",,"6480",,"Tract 4431","1","1","C",0,12,0,17,94,39,38,35,94,71,49,11,10,0,18,13967
"G25002104561","1970","1","1","Massachusetts","25","Norfolk","021",,,"4561",,"1200",,"Tract 4561","1","1","C",0,0,0,4,0,8,45,37,55,140,219,14,0,0,26,8172
"G25002104562","1970","1","1","Massachusetts","25","Norfolk","021",,,"4562",,"1200",,"Tract 4562","1","1","C",-1,,,,,,,,,,,,,,,3078
"G25002104563","1970","1","1","Massachusetts","25","Norfolk","021",,,"4563",,"1200",,"Tract 4563","1","1","C",0,0,5,38,77,10,28,18,77,32,104,34,0,6,0,4503
"G25002104564","1970","1","1","Massachusetts","25","Norfolk","021",,,"4564",,"1200",,"Tract 4564","1","1","C",0,0,0,12,5,5,32,41,76,133,58,45,0,0,0,7761
"G25002104571","1970","1","1","Massachusetts","25","Norfolk","021",,,"4571",,"1200",,"Tract 4571","1","1","C",0,0,0,6,9,21,11,11,49,44,50,5,0,0,15,5280
"G25002305001","1970","1","1","Massachusetts","25","Plymouth","023",,,"5001",,"1120",,"Tract 5001","1","1","D",0,0,0,6,0,18,25,49,61,235,213,112,23,13,30,9946
"G2500230500199","1970","1","1","Massachusetts","25","Plymouth","023",,,"500199",,"1120",,"Tract 5001.99","1","1","D",-1,,,,,,,,,,,,,,,22
"G25002305011","1970","1","1","Massachusetts","25","Plymouth","023",,,"5011",,"1120",,"Tract 5011","1","1","D",0,0,5,0,6,0,0,41,77,118,159,51,25,6,72,10264
"G25002305012","1970","1","1","Massachusetts","25","Plymouth","023",,,"5012",,"1120",,"Tract 5012","1","1","D",0,0,0,0,5,0,0,5,15,69,28,10,11,5,25,8559
"G25002305021","1970","1","1","Massachusetts","25","Plymouth","023",,,"5021",,"1120",,"Tract 5021","1","1","D",12,0,0,54,10,19,39,51,140,161,178,22,6,0,4,10441
"G25002305022","1970","1","1","Massachusetts","25","Plymouth","023",,,"5022",,"1120",,"Tract 5022","1","1","D",0,0,0,0,0,7,11,25,48,70,59,23,0,0,23,5274
"G25002305031","1970","1","1","Massachusetts","25","Plymouth","023",,,"5031",,"1120",,"Tract 5031","1","1","D",0,5,0,0,17,9,4,4,29,21,51,36,19,8,28,10107
"G25002305041","1970","1","1","Massachusetts","25","Plymouth","023",,,"5041",,"1120",,"Tract 5041","1","1","D",0,0,0,5,0,0,11,20,20,24,22,10,5,0,9,7796
"G25002305051","1970","1","1","Massachusetts","25","Plymouth","023",,,"5051",,"1120",,"Tract 5051","1","1","D",0,0,0,35,0,5,4,0,28,18,120,86,50,23,43,11571
"G25002305052","1970","1","1","Massachusetts","25","Plymouth","023",,,"5052",,"1120",,"Tract 5052","1","1","D",0,0,5,40,21,4,4,14,30,47,68,21,5,0,28,5402
"G25002305061","1970","1","1","Massachusetts","25","Plymouth","023",,,"5061",,"1120",,"Tract 5061","1","1","D",0,0,0,0,5,18,10,0,12,59,95,9,6,6,16,7258
"G25002305062","1970","1","1","Massachusetts","25","Plymouth","023",,,"5062",,"1120",,"Tract 5062","1","1","D",0,0,0,0,5,0,0,18,24,81,99,55,18,16,25,7965
"G25002305071","1970","1","1","Massachusetts","25","Plymouth","023",,,"5071",,"1120",,"Tract 5071","1","1","D",0,0,0,4,5,0,5,5,14,21,36,32,14,21,28,7636
"G25002305081","1970","1","1","Massachusetts","25","Plymouth","023",,,"5081",,"1120",,"Tract 5081","1","1","D",0,6,0,0,5,22,18,18,46,57,65,0,6,0,12,7975
"G25002305082","1970","1","1","Massachusetts","25","Plymouth","023",,,"5082",,"1120",,"Tract 5082","1","1","D",0,0,0,0,0,0,0,5,0,12,10,6,0,0,4,3218
"G25002305101","1970","1","1","Massachusetts","25","Plymouth","023",,,"5101",,"1200",,"Tract 5101","0","1","D",0,0,0,5,0,0,18,17,18,30,9,7,4,0,0,5687
"G25002305102","1970","1","1","Massachusetts","25","Plymouth","023",,,"5102",,"1200",,"Tract 5102","0","1","D",0,5,37,66,81,72,38,39,115,32,10,0,0,0,14,6092
"G25002305103","1970","1","1","Massachusetts","25","Plymouth","023",,,"5103",,"1200",,"Tract 5103","0","1","D",0,0,10,139,33,42,68,83,229,338,52,0,0,0,5,3679
"G25002305104","1970","1","1","Massachusetts","25","Plymouth","023",,,"5104",,"1200",,"Tract 5104","0","1","D",0,11,0,20,10,42,110,144,261,241,28,15,0,0,9,4359
"G25002305105","1970","1","1","Massachusetts","25","Plymouth","023",,,"5105",,"1200",,"Tract 5105","0","1","D",0,68,26,11,31,50,28,21,78,113,328,174,0,0,18,6791
"G25002305106","1970","1","1","Massachusetts","25","Plymouth","023",,,"5106",,"1200",,"Tract 5106","0","1","D",0,0,5,0,15,9,43,28,82,49,30,14,0,0,13,4487
"G25002305107","1970","1","1","Massachusetts","25","Plymouth","023",,,"5107",,"1200",,"Tract 5107","0","1","D",0,0,4,44,13,12,20,36,81,152,155,17,0,3,31,5035
"G25002305108","1970","1","1","Massachusetts","25","Plymouth","023",,,"5108",,"1200",,"Tract 5108","0","1","D",0,68,58,89,43,75,80,216,407,430,109,4,0,0,15,6262
"G25002305109","1970","1","1","Massachusetts","25","Plymouth","023",,,"5109",,"1200",,"Tract 5109","0","1","D",7,18,74,168,84,134,159,159,315,193,25,0,0,0,6,3002
"G25002305110","1970","1","1","Massachusetts","25","Plymouth","023",,,"5110",,"1200",,"Tract 5110","0","1","D",0,14,12,20,66,15,58,78,80,75,14,0,0,0,3,2827
"G25002305111","1970","1","1","Massachusetts","25","Plymouth","023",,,"5111",,"1200",,"Tract 5111","0","1","D",0,5,17,11,37,26,64,96,168,182,58,0,0,0,42,13146
"G25002305112","1970","1","1","Massachusetts","25","Plymouth","023",,,"5112",,"1200",,"Tract 5112","0","1","D",0,5,9,34,7,55,27,39,149,85,29,0,0,0,11,4449
"G25002305113","1970","1","1","Massachusetts","25","Plymouth","023",,,"5113",,"1200",,"Tract 5113","0","1","D",0,6,10,15,45,35,95,101,227,150,45,5,0,0,9,4930
"G25002305114","1970","1","1","Massachusetts","25","Plymouth","023",,,"5114",,"1200",,"Tract 5114","0","1","D",5,5,5,29,50,52,119,132,319,256,86,9,0,0,34,11688
"G25002305115","1970","1","1","Massachusetts","25","Plymouth","023",,,"5115",,"1200",,"Tract 5115","0","1","D",0,0,5,23,19,58,77,66,261,138,49,5,0,0,36,3716
"G25002305116","1970","1","1","Massachusetts","25","Plymouth","023",,,"5116",,"1200",,"Tract 5116","0","1","D",0,0,9,4,27,14,13,53,89,77,27,5,0,0,10,2355
"G25002305117","1970","1","1","Massachusetts","25","Plymouth","023",,,"5117",,"1200",,"Tract 5117","0","1","D",-1,,,,,,,,,,,,,,,535
"G25002305201","1970","1","1","Massachusetts","25","Plymouth","023",,,"5201",,"1200",,"Tract 5201","1","1","D",0,0,5,0,6,28,10,30,76,88,70,16,6,0,18,6417
"G25002305202","1970","1","1","Massachusetts","25","Plymouth","023",,,"5202",,"1200",,"Tract 5202","1","1","D",7,0,0,8,8,33,59,43,47,99,102,0,0,0,23,5932
"G25002305211","1970","1","1","Massachusetts","25","Plymouth","023",,,"5211",,"1200",,"Tract 5211","1","1","D",0,0,14,5,7,20,19,49,67,73,84,23,0,0,18,7037
"G25002305212","1970","1","1","Massachusetts","25","Plymouth","023",,,"5212",,"1200",,"Tract 5212","1","1","D",0,0,0,59,20,36,27,81,103,136,77,11,0,0,23,5981
"G25002305221","1970","1","1","Massachusetts","25","Plymouth","023",,,"5221",,"1200",,"Tract 5221","1","1","D",0,0,0,0,5,0,10,5,36,73,47,5,5,5,33,7148
"G25002305231","1970","1","1","Massachusetts","25","Plymouth","023",,,"5231",,"1200",,"Tract 5231","1","1","D",0,0,0,0,0,6,11,3,44,26,34,0,0,0,6,2294
"G25002305232","1970","1","1","Massachusetts","25","Plymouth","023",,,"5232",,"1200",,"Tract 5232","1","1","D",5,0,0,0,46,11,15,16,40,50,40,6,0,0,36,6053
"G25002305241","1970","1","1","Massachusetts","25","Plymouth","023",,,"5241",,"1200",,"Tract 5241","1","1","D",0,0,0,22,0,4,22,21,27,47,14,0,0,9,4,7152
"G25002305251","1970","1","1","Massachusetts","25","Plymouth","023",,,"5251",,"1200",,"Tract 5251","1","1","D",0,0,10,35,16,22,45,58,109,93,25,0,4,0,21,6840
"G25002305252","1970","1","1","Massachusetts","25","Plymouth","023",,,"5252",,"1200",,"Tract 5252","1","1","D",0,0,0,0,0,17,32,62,29,42,11,5,0,0,17,3466
"G25002305253","1970","1","1","Massachusetts","25","Plymouth","023",,,"5253",,"1200",,"Tract 5253","1","1","D",5,11,6,0,4,0,5,0,11,0,0,0,0,0,0,1523
"G25002305401","1970","1","1","Massachusetts","25","Plymouth","023",,,"5401",,,,"Tract 5401","1","1","D",0,0,0,0,0,7,6,0,13,19,7,6,7,0,21,4376
"G25002305411","1970","1","1","Massachusetts","25","Plymouth","023",,,"5411",,,,"Tract 5411","1","1","D",0,0,0,0,0,5,13,5,23,12,0,0,0,0,13,1908
"G25002305601","1970","1","1","Massachusetts","25","Plymouth","023",,,"5601",,"5400",,"Tract 5601","1","1","D",0,0,0,0,6,10,13,34,76,57,66,26,9,9,28,4500
"G25002305611","1970","1","1","Massachusetts","25","Plymouth","023",,,"5611",,"5400",,"Tract 5611","1","1","D",0,0,0,0,0,0,25,22,31,36,26,25,14,0,43,3328
"G25002500001","1970","1","1","Massachusetts","25","Suffolk","025",,,"0001",,"1120",,"Tract    1","0","1","C",0,0,0,5,33,42,27,46,190,252,140,46,25,0,15,3962
"G25002500002","1970","1","1","Massachusetts","25","Suffolk","025",,,"0002",,"1120",,"Tract    2","0","1","C",0,0,0,36,29,84,24,48,220,450,762,129,27,0,24,9245
"G25002500003","1970","1","1","Massachusetts","25","Suffolk","025",,,"0003",,"1120",,"Tract    3","0","1","C",0,10,0,0,10,4,0,10,70,209,420,154,210,160,0,6842
"G25002500004","1970","1","1","Massachusetts","25","Suffolk","025",,,"0004",,"1120",,"Tract    4","0","1","C",0,5,25,30,20,24,21,109,325,546,818,313,54,14,18,8352
"G25002500005","1970","1","1","Massachusetts","25","Suffolk","025",,,"0005",,"1120",,"Tract    5","0","1","C",0,0,0,5,0,0,34,54,270,1182,1618,350,218,47,21,7836
"G25002500006","1970","1","1","Massachusetts","25","Suffolk","025",,,"0006",,"1120",,"Tract    6","0","1","C",5,5,25,176,134,160,46,152,351,730,860,232,16,18,6,9276
"G25002500007","1970","1","1","Massachusetts","25","Suffolk","025",,,"0007",,"1120",,"Tract    7","0","1","C",0,5,0,5,21,20,125,176,700,1504,1591,567,205,42,36,9676
"G25002500008","1970","1","1","Massachusetts","25","Suffolk","025",,,"0008",,"1120",,"Tract    8","0","1","C",0,0,0,10,59,17,42,30,228,650,585,147,48,31,16,8429
"G25002500101","1970","1","1","Massachusetts","25","Suffolk","025",,,"0101",,"1120",,"Tract  101","0","1","C",14,0,6,5,31,37,76,64,263,338,637,190,190,121,81,10244
"G25002500102","1970","1","1","Massachusetts","25","Suffolk","025",,,"0102",,"1120",,"Tract  102","0","1","C",0,0,6,11,61,76,155,373,984,1344,1142,143,71,48,47,7812
"G25002500103","1970","1","1","Massachusetts","25","Suffolk","025",,,"0103",,"1120",,"Tract  103","0","1","C",0,5,36,30,58,249,72,53,143,233,339,22,36,12,21,6250
"G25002500104","1970","1","1","Massachusetts","25","Suffolk","025",,,"0104",,"1120",,"Tract  104","0","1","C",10,14,32,28,110,157,335,402,845,862,954,134,82,5,80,9627
"G25002500105","1970","1","1","Massachusetts","25","Suffolk","025",,,"0105",,"1120",,"Tract  105","0","1","C",0,5,44,20,94,128,197,110,194,164,65,23,0,38,12,2632
"G25002500106","1970","1","1","Massachusetts","25","Suffolk","025",,,"0106",,"1120",,"Tract  106","0","1","C",4,0,0,7,11,18,87,13,119,92,155,89,252,292,5,1915
"G25002500107","1970","1","1","Massachusetts","25","Suffolk","025",,,"0107",,"1120",,"Tract  107","0","1","C",5,0,54,30,139,51,180,101,241,551,1043,573,301,285,58,7266
"G25002500108","1970","1","1","Massachusetts","25","Suffolk","025",,,"0108",,"1120",,"Tract  108","0","1","C",4,0,10,16,65,58,98,85,194,407,871,425,208,476,49,6277
"G25002500201","1970","1","1","Massachusetts","25","Suffolk","025",,,"0201",,"1120",,"Tract  201","0","1","C",11,0,5,22,59,53,49,63,161,411,798,495,271,320,31,5443
"G25002500202","1970","1","1","Massachusetts","25","Suffolk","025",,,"0202",,"1120",,"Tract  202","0","1","C",0,0,5,17,61,127,144,100,295,525,621,229,53,15,0,3855
"G25002500203","1970","1","1","Massachusetts","25","Suffolk","025",,,"0203",,"1120",,"Tract  203","0","1","C",6,5,59,38,131,173,42,38,119,153,414,177,291,625,22,4305
"G25002500301","1970","1","1","Massachusetts","25","Suffolk","025",,,"0301",,"1120",,"Tract  301","0","1","C",5,5,11,35,124,108,136,178,195,147,55,5,0,9,0,3204
"G25002500302","1970","1","1","Massachusetts","25","Suffolk","025",,,"0302",,"1120",,"Tract  302","0","1","C",0,0,7,32,72,73,71,84,107,96,69,0,0,0,0,1924
"G25002500303","1970","1","1","Massachusetts","25","Suffolk","025",,,"0303",,"1120",,"Tract  303","0","0","C",0,0,0,0,4,0,5,12,52,51,122,145,94,58,0,939
"G25002500304","1970","1","1","Massachusetts","25","Suffolk","025",,,"0304",,"1120",,"Tract  304","0","1","C",0,0,15,84,128,126,167,106,248,114,71,17,0,0,10,3033
"G25002500305","1970","1","1","Massachusetts","25","Suffolk","025",,,"0305",,"1120",,"Tract  305","0","1","C",0,5,5,54,53,104,71,91,139,62,27,0,0,0,5,2010
"G25002500401","1970","1","1","Massachusetts","25","Suffolk","025",,,"0401",,"1120",,"Tract  401","0","1","C",0,0,11,5,32,28,21,5,114,62,37,12,5,0,17,1815
"G25002500402","1970","1","1","Massachusetts","25","Suffolk","025",,,"0402",,"1120",,"Tract  402","0","1","C",0,4,99,33,79,100,55,79,58,26,17,6,0,0,0,2328
"G25002500403","1970","1","1","Massachusetts","25","Suffolk","025",,,"0403",,"1120",,"Tract  403","0","1","C",0,0,70,18,90,149,66,125,130,111,32,11,0,0,14,3623
"G25002500404","1970","1","1","Massachusetts","25","Suffolk","025",,,"0404",,"1120",,"Tract  404","0","1","C",0,0,0,6,7,20,36,46,94,87,21,0,0,7,0,1505
"G25002500405","1970","1","1","Massachusetts","25","Suffolk","025",,,"0405",,"1120",,"Tract  405","0","1","C",0,0,0,0,8,32,18,31,100,84,5,6,0,0,12,1992
"G25002500406","1970","1","1","Massachusetts","25","Suffolk","025",,,"0406",,"1120",,"Tract  406","0","1","C",0,0,0,0,0,11,8,4,19,19,12,0,0,0,0,400
"G25002500407","1970","1","1","Massachusetts","25","Suffolk","025",,,"0407",,"1120",,"Tract  407","0","1","C",0,0,0,7,35,24,51,25,56,97,26,0,0,0,9,2242
"G25002500408","1970","1","1","Massachusetts","25","Suffolk","025",,,"0408",,"1120",,"Tract  408","0","1","C",0,0,62,25,130,126,27,122,27,0,5,0,0,0,8,1512
"G25002500501","1970","1","1","Massachusetts","25","Suffolk","025",,,"0501",,"1120",,"Tract  501","0","1","C",0,0,5,5,68,68,102,86,260,177,22,6,0,0,17,3874
"G2500250050199","1970","1","1","Massachusetts","25","Suffolk","025",,,"050199",,"1120",,"Tract  501.99","0","1","C",-1,,,,,,,,,,,,,,,0
"G25002500502","1970","1","1","Massachusetts","25","Suffolk","025",,,"0502",,"1120",,"Tract  502","0","1","C",0,0,8,46,74,114,152,130,248,174,48,5,0,0,15,4453
"G25002500503","1970","1","1","Massachusetts","25","Suffolk","025",,,"0503",,"1120",,"Tract  503","0","1","C",0,0,73,39,105,154,42,48,32,27,26,0,0,0,0,1772
"G25002500504","1970","1","1","Massachusetts","25","Suffolk","025",,,"0504",,"1120",,"Tract  504","0","1","C",0,0,13,29,62,66,71,88,74,67,14,0,0,0,4,2117
"G2500250050499","1970","1","1","Massachusetts","25","Suffolk","025",,,"050499",,"1120",,"Tract  504.99","0","1","C",-1,,,,,,,,,,,,,,,0
"G25002500505","1970","1","1","Massachusetts","25","Suffolk","025",,,"0505",,"1120",,"Tract  505","0","1","C",0,0,6,64,60,61,54,60,58,63,5,4,0,0,6,1821
"G25002500506","1970","1","1","Massachusetts","25","Suffolk","025",,,"0506",,"1120",,"Tract  506","0","1","C",4,0,6,34,48,59,90,48,104,44,5,6,0,0,4,1459
"G25002500507","1970","1","1","Massachusetts","25","Suffolk","025",,,"0507",,"1120",,"Tract  507","0","1","C",0,0,0,36,5,53,67,66,137,30,27,0,0,0,0,1575
"G25002500508","1970","1","1","Massachusetts","25","Suffolk","025",,,"0508",,"1120",,"Tract  508","0","1","C",0,0,5,20,73,65,84,94,165,78,17,0,0,0,15,2483
"G25002500509","1970","1","1","Massachusetts","25","Suffolk","025",,,"0509",,"1120",,"Tract  509","0","1","C",0,0,4,19,48,119,139,109,279,145,50,0,0,0,24,4366
"G25002500510","1970","1","1","Massachusetts","25","Suffolk","025",,,"0510",,"1120",,"Tract  510","0","1","C",0,0,0,3,28,36,69,72,271,497,106,5,0,0,0,5112
"G25002500511","1970","1","1","Massachusetts","25","Suffolk","025",,,"0511",,"1120",,"Tract  511","0","1","C",0,0,0,54,99,175,92,133,171,419,161,6,0,11,45,6724
"G25002500512","1970","1","1","Massachusetts","25","Suffolk","025",,,"0512",,"1120",,"Tract  512","0","1","C",0,0,4,55,58,62,149,134,128,62,18,9,0,6,8,3074
"G25002500601","1970","1","1","Massachusetts","25","Suffolk","025",,,"0601",,"1120",,"Tract  601","0","1","C",0,0,5,21,32,42,61,78,236,337,227,22,0,0,0,4117
"G25002500602","1970","1","1","Massachusetts","25","Suffolk","025",,,"0602",,"1120",,"Tract  602","0","1","C",0,0,0,15,10,16,30,54,198,226,44,11,0,0,6,2664
"G25002500603","1970","1","1","Massachusetts","25","Suffolk","025",,,"0603",,"1120",,"Tract  603","0","1","C",5,0,17,11,15,42,78,128,189,276,95,10,0,0,24,4083
"G25002500604","1970","1","1","Massachusetts","25","Suffolk","025",,,"0604",,"1120",,"Tract  604","0","1","C",0,0,82,43,82,77,139,118,360,223,79,10,6,0,29,6061
"G25002500605","1970","1","1","Massachusetts","25","Suffolk","025",,,"0605",,"1120",,"Tract  605","0","1","C",0,0,14,23,78,80,109,136,328,265,109,0,0,0,9,4639
"G25002500606","1970","1","1","Massachusetts","25","Suffolk","025",,,"0606",,"1120",,"Tract  606","0","1","C",0,0,0,15,20,14,62,31,59,19,15,0,0,0,0,928
"G25002500607","1970","1","1","Massachusetts","25","Suffolk","025",,,"0607",,"1120",,"Tract  607","0","1","C",0,0,5,187,163,377,48,53,56,114,12,0,0,0,0,3589
"G25002500608","1970","1","1","Massachusetts","25","Suffolk","025",,,"0608",,"1120",,"Tract  608","0","1","C",6,7,60,11,51,31,52,50,43,64,28,0,0,0,0,1421
"G25002500609","1970","1","1","Massachusetts","25","Suffolk","025",,,"0609",,"1120",,"Tract  609","0","1","C",0,4,6,0,35,80,70,52,117,116,14,0,0,0,7,2500
"G25002500610","1970","1","1","Massachusetts","25","Suffolk","025",,,"0610",,"1120",,"Tract  610","0","1","C",3,14,213,59,158,282,47,197,87,79,14,0,0,0,0,3709
"G25002500611","1970","1","1","Massachusetts","25","Suffolk","025",,,"0611",,"1120",,"Tract  611","0","1","C",5,0,217,74,172,69,79,211,15,10,0,0,0,0,0,2050
"G25002500612","1970","1","1","Massachusetts","25","Suffolk","025",,,"0612",,"1120",,"Tract  612","0","1","C",0,0,66,21,22,70,32,68,79,44,22,0,0,0,15,1435
"G25002500613","1970","1","1","Massachusetts","25","Suffolk","025",,,"0613",,"1120",,"Tract  613","0","1","C",0,0,0,13,15,14,37,24,52,24,0,0,0,13,0,857
"G25002500614","1970","1","1","Massachusetts","25","Suffolk","025",,,"0614",,"1120",,"Tract  614","0","1","C",0,0,19,16,24,11,22,10,20,11,7,0,0,0,0,524
"G25002500701","1970","1","1","Massachusetts","25","Suffolk","025",,,"0701",,"1120",,"Tract  701","0","0","C",10,23,15,12,7,0,11,14,60,27,202,175,103,107,10,1162
"G25002500702","1970","1","1","Massachusetts","25","Suffolk","025",,,"0702",,"1120",,"Tract  702","0","0","C",14,20,19,14,12,19,19,29,64,77,119,47,0,10,7,1718
"G25002500703","1970","1","1","Massachusetts","25","Suffolk","025",,,"0703",,"1120",,"Tract  703","0","1","C",10,10,69,36,79,122,140,131,93,294,162,57,16,20,21,2978
"G25002500704","1970","1","1","Massachusetts","25","Suffolk","025",,,"0704",,"1120",,"Tract  704","0","1","C",0,0,27,37,72,0,27,11,46,357,45,0,0,0,0,1740
"G25002500705","1970","1","1","Massachusetts","25","Suffolk","025",,,"0705",,"1120",,"Tract  705","0","1","C",85,50,134,132,255,151,167,92,257,164,59,39,6,13,0,4807
"G25002500706","1970","1","1","Massachusetts","25","Suffolk","025",,,"0706",,"1120",,"Tract  706","0","1","C",0,5,15,24,75,33,42,28,44,114,48,15,13,28,18,2465
"G25002500707","1970","1","1","Massachusetts","25","Suffolk","025",,,"0707",,"1120",,"Tract  707","0","1","C",0,0,0,3,4,21,48,26,45,25,5,12,12,0,5,696
"G25002500708","1970","1","1","Massachusetts","25","Suffolk","025",,,"0708",,"1120",,"Tract  708","0","1","C",0,0,45,38,157,139,153,154,204,77,31,4,7,7,9,2533
"G25002500709","1970","1","1","Massachusetts","25","Suffolk","025",,,"0709",,"1120",,"Tract  709","0","1","C",0,0,22,87,194,102,125,73,149,66,26,0,0,0,16,1892
"G25002500710","1970","1","1","Massachusetts","25","Suffolk","025",,,"0710",,"1120",,"Tract  710","0","1","C",0,0,60,21,88,59,33,43,51,33,22,7,0,0,5,1242
"G25002500711","1970","1","1","Massachusetts","25","Suffolk","025",,,"0711",,"1120",,"Tract  711","0","1","C",0,0,98,96,16,21,38,37,123,15,0,0,0,0,5,706
"G25002500712","1970","1","1","Massachusetts","25","Suffolk","025",,,"0712",,"1120",,"Tract  712","0","1","C",0,0,26,9,182,283,47,109,46,11,6,12,0,0,0,2393
"G25002500801","1970","1","1","Massachusetts","25","Suffolk","025",,,"0801",,"1120",,"Tract  801","0","1","C",0,0,0,30,18,48,27,24,22,24,0,0,0,0,6,778
"G25002500802","1970","1","1","Massachusetts","25","Suffolk","025",,,"0802",,"1120",,"Tract  802","0","1","C",0,0,5,17,15,50,48,46,132,115,26,10,0,0,0,1968
"G25002500803","1970","1","1","Massachusetts","25","Suffolk","025",,,"0803",,"1120",,"Tract  803","0","1","C",5,5,11,14,138,252,65,70,134,100,42,5,0,0,8,3285
"G25002500804","1970","1","1","Massachusetts","25","Suffolk","025",,,"0804",,"1120",,"Tract  804","0","1","C",0,16,9,17,66,201,67,34,53,16,2,0,0,0,0,1681
"G25002500805","1970","1","1","Massachusetts","25","Suffolk","025",,,"0805",,"1120",,"Tract  805","0","1","C",0,0,35,21,166,117,59,74,25,48,16,0,0,0,0,1372
"G25002500806","1970","1","1","Massachusetts","25","Suffolk","025",,,"0806",,"1120",,"Tract  806","0","1","C",0,4,26,35,65,231,59,122,40,5,0,0,0,0,0,1784
"G25002500807","1970","1","1","Massachusetts","25","Suffolk","025",,,"0807",,"1120",,"Tract  807","0","1","C",0,0,0,12,18,13,21,16,14,9,6,0,0,0,5,484
"G25002500808","1970","1","1","Massachusetts","25","Suffolk","025",,,"0808",,"1120",,"Tract  808","0","1","C",12,6,169,37,177,369,59,85,31,11,50,70,4,0,4,3013
"G25002500809","1970","1","1","Massachusetts","25","Suffolk","025",,,"0809",,"1120",,"Tract  809","0","1","C",0,0,0,0,6,25,59,89,216,260,88,154,81,20,11,3210
"G25002500810","1970","1","1","Massachusetts","25","Suffolk","025",,,"0810",,"1120",,"Tract  810","0","1","C",0,0,0,0,37,0,48,98,332,694,422,75,15,5,21,5068
"G25002500811","1970","1","1","Massachusetts","25","Suffolk","025",,,"0811",,"1120",,"Tract  811","0","1","C",0,11,15,0,18,50,49,61,120,224,217,56,14,5,0,2954
