GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DGO001,DG0001,DG0002,DG0003,DG0004,DG0005,DG0006,DG0007,DG0008,DG0009,DG0010,DG0011,DG0012,DG0013,DG0014,DG0015,DG0016,DG0017,DG0018,DG0019,DG1001,DG1002,DG1003,DG1004,DG1005,DG1006,DG6001,DG6002,DG6003,DG6004,DIB001,DIB002,DIB003,DIB004,DIB005,DIB006,DIB007,DIB008,DIB009,DIB010,DIB011,DIB012,DIB013,DID001,DID002,DID003,DID004,DID005,DID006,DID007,DID008,DID009,DID010,DID011,DID012,DID013,DID014,DID015,DID016,DID017,DIZ001
"G25001508210","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","080",,"8210",,,,,,,"4010",,"A",,,,,"State: 25 County: 015 Tract: 8210","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4180,4,180,447,95,11,21,409,99,4,301,6,8,41,20,12,276,1941,105,200,550,798,511,836,154,422,3356,661,9,154,216,264,59,240,381,3,29,223,0,363,219,85,72,36,73,78,45,135,105,122,146,155,129,99,77,94,71,94,10,13,7430
"G25001508211","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","080",,"8211",,,,,,,"4010",,"A",,,,,"State: 25 County: 015 Tract: 8211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","1","0","0","1","0",7054,6,374,841,164,25,12,645,139,7,813,18,41,70,0,78,599,2744,177,301,826,1363,509,1122,213,478,5682,994,41,337,343,387,107,317,587,30,40,499,0,504,433,108,139,53,212,227,171,128,277,111,206,187,162,165,204,193,91,85,59,12,7244
"G25001508212","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","080",,"8212",,,,,,,"4010",,"A",,,,,"State: 25 County: 015 Tract: 8212","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",2329,0,247,9,69,0,9,164,83,0,43,0,41,10,5,9,229,1190,29,192,560,194,398,344,129,55,434,1780,25,90,86,234,51,29,295,19,18,535,0,7,0,10,0,8,7,7,6,0,19,41,19,6,7,7,0,21,0,21,0,0,3213
"G25001508213","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","080",,"8213",,,,,,,"4010",,"A",,,,,"State: 25 County: 015 Tract: 8213","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",2836,0,283,320,69,6,0,179,80,5,313,0,6,44,4,0,132,1106,86,203,356,409,348,404,71,188,1981,678,11,166,170,318,24,76,206,15,25,115,25,193,102,22,30,24,64,72,76,61,52,64,60,49,101,37,48,91,58,71,83,37,9906
"G25001508214","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","040",,"8214",,,,,,,"1580",,"A",,,,,"State: 25 County: 015 Tract: 8214","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",4222,3,403,105,98,24,4,259,59,50,1443,5,49,71,10,39,163,1226,68,143,504,210,261,325,185,386,3013,951,36,222,195,492,80,252,342,23,38,267,99,218,70,79,64,36,108,83,94,112,101,125,51,127,110,79,79,205,51,103,42,5,7734
"G25001508215","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","045",,"8215",,,,,,,"1700",,"A",,,,,"State: 25 County: 015 Tract: 8215","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2948,0,215,168,30,0,0,122,21,0,795,0,14,11,4,24,143,1196,51,154,520,413,223,469,66,393,2436,433,0,79,129,253,21,195,278,0,34,266,43,152,80,58,37,23,65,99,67,46,136,126,96,48,87,50,34,91,56,40,11,0,6917
"G2500150821601","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","060","2865","821601",,,,,,,,,"A",,"4",,,"State: 25 County: 015 Tract: 8216.01","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3676,0,345,260,123,6,0,299,109,0,367,7,43,23,7,11,230,1381,148,317,520,467,292,599,126,299,2681,727,120,148,157,307,65,218,269,4,24,208,15,80,142,55,55,54,141,122,145,134,87,116,66,95,62,32,60,76,33,48,45,7,6825
"G2500150821602","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","060","2865","821602",,,,,,,,,"A",,"4",,,"State: 25 County: 015 Tract: 8216.02","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",4209,0,275,312,86,9,8,425,98,0,428,0,30,33,12,0,251,1726,153,363,557,706,346,776,206,413,3283,672,53,201,146,323,103,172,277,6,37,343,37,284,116,26,95,56,194,148,183,100,184,125,95,147,42,69,70,79,42,48,22,0,6425
"G25001508217","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","060","2865","8217",,,,,,,,,"A",,"4",,,"State: 25 County: 015 Tract: 8217","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",3212,0,318,374,52,5,0,222,74,0,337,0,40,41,18,19,176,1219,110,207,448,586,324,651,32,267,2273,757,0,182,81,297,71,100,206,0,48,265,11,347,141,32,46,30,59,44,81,92,53,106,116,106,57,31,60,133,56,44,21,11,7408
"G25001508218","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","060","2865","8218",,,,,,,,,"A",,"4",,,"State: 25 County: 015 Tract: 8218","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0",655,0,73,28,13,0,0,110,8,0,49,0,0,13,8,0,34,94,14,211,51,28,7,45,8,19,338,296,7,14,5,7,0,0,7,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5635
"G2500150821901","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","060","2865","821901",,,,,,,,,"A",,"4",,,"State: 25 County: 015 Tract: 8219.01","0","0","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","1","1","0","1","0",3620,26,345,145,112,12,7,398,119,18,232,10,138,47,6,22,293,1161,121,408,561,290,282,506,76,113,1941,1319,52,308,228,698,56,112,307,27,16,171,10,84,133,5,54,53,77,137,148,123,101,157,104,69,48,91,39,64,39,48,74,36,8538
"G2500150821902","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","060","2865","821902",,,,,,,,,"A",,"4",,,"State: 25 County: 015 Tract: 8219.02","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",5812,21,472,466,182,15,19,458,200,0,588,14,101,67,14,22,450,2048,180,495,647,694,402,861,236,319,3773,1697,73,269,220,702,143,336,379,15,8,557,32,187,193,75,66,165,642,390,244,219,204,182,122,196,139,46,28,120,44,41,31,21,6966
"G25001508220","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","060","2865","8220",,,,,,,,,"A",,"4",,,"State: 25 County: 015 Tract: 8220","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",2460,8,202,27,59,37,0,104,26,9,16,0,103,17,17,0,261,1432,9,133,594,178,428,538,134,158,434,1843,77,106,56,192,23,33,242,24,19,411,0,7,28,19,17,18,16,18,47,0,17,14,8,0,14,0,15,19,6,15,0,0,2870
"G25001508221","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","060","2865","8221",,,,,,,,,"A",,"4",,,"State: 25 County: 015 Tract: 8221","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G25001508222","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","060","2865","8222",,,,,,,,,"A",,"4",,,"State: 25 County: 015 Tract: 8222","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0",5624,0,513,435,130,8,25,578,85,0,591,6,60,36,62,13,434,1861,167,620,742,701,525,773,145,425,4141,1099,105,279,238,398,151,213,434,7,72,372,26,320,269,100,81,24,94,98,94,174,150,185,134,158,156,121,61,150,42,49,51,0,6413
"G25001508223","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","025",,"8223",,,,,,,"1090",,"A",,,,,"State: 25 County: 015 Tract: 8223","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0",5335,0,195,720,89,18,0,255,74,0,1474,10,13,14,18,26,282,1818,96,233,402,888,429,799,93,474,4223,722,33,357,169,278,57,157,363,6,26,382,15,361,636,79,120,33,268,195,257,226,187,148,175,170,83,118,79,76,56,58,36,10,7056
"G25001508224","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","025",,"8224",,,,,,,"1090",,"A",,,,,"State: 25 County: 015 Tract: 8224","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0",10245,8,616,1472,272,0,5,689,172,18,1274,39,34,87,41,35,682,4036,224,541,1369,1840,763,1423,355,1114,8091,1756,51,347,393,670,170,422,886,0,79,617,60,753,714,153,226,92,217,192,217,256,195,461,346,361,326,207,175,195,128,137,14,21,6799
"G25001508225","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","075",,"8225",,,,,,,"3935",,"A",,,,,"State: 25 County: 015 Tract: 8225","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0",4137,5,320,520,96,6,11,85,99,11,432,0,12,67,0,0,249,2004,63,157,670,995,496,667,193,368,3446,597,10,84,242,236,84,198,261,0,28,252,48,263,278,100,75,11,34,88,69,156,99,101,129,87,109,126,68,149,74,31,22,0,6827
"G25001508226","1980","S","1","1","Massachusetts","25",,"Hampshire","015",,,"8226",,,,,,,,,"A",,,,,"State: 25 County: 015 Tract: 8226","0","1","1","1","1","1","0","0","0","1","0","1","0","1","0","1","1","0","0","1","0","0","1","0","1","1","0",6829,18,1023,546,176,3,7,277,102,15,329,12,16,62,27,8,303,3028,346,531,1456,1266,540,1074,251,507,5329,1309,15,176,287,453,96,243,417,15,37,433,116,481,359,186,129,81,151,171,206,223,170,286,221,156,173,118,105,129,68,56,38,8,6267
"G25001508227","1980","S","1","1","Massachusetts","25",,"Hampshire","015",,,"8227",,,,,,,,,"A",,,,,"State: 25 County: 015 Tract: 8227","0","1","1","1","1","1","0","0","1","1","1","1","0","1","0","1","1","0","1","1","0","1","0","1","0","1","0",2399,14,431,135,66,1,0,119,45,8,69,0,19,11,12,4,70,1131,127,137,587,344,296,415,72,129,1679,646,14,60,96,195,34,56,95,9,5,89,61,162,111,89,30,46,67,61,70,82,82,106,54,50,46,54,38,46,16,31,17,3,6371
"G25001703001","1980","S","1","1","Massachusetts","25",,"Middlesex","017","015",,"3001",,,,,,,"0160",,"C",,,,,"State: 25 County: 017 Tract: 3001","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0",2311,8,194,250,22,0,2,56,32,0,13,0,2,16,10,0,454,896,75,281,481,327,130,280,98,34,1799,391,7,114,92,140,33,63,134,3,4,84,24,193,143,75,22,10,44,49,48,51,39,78,48,69,61,48,47,51,33,36,12,0,6449
"G25001703011","1980","S","1","1","Massachusetts","25","2600","Middlesex","017","220",,"3011",,,,,,,"4310",,"C",,,,,"State: 25 County: 017 Tract: 3011","0","1","0","0","1","1","0","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0",7201,9,735,537,187,18,21,480,207,27,47,20,17,22,60,0,436,3218,211,949,1601,999,518,1367,328,263,5538,1347,47,269,362,531,183,247,507,5,26,224,37,460,421,149,157,41,116,70,186,100,134,213,186,199,228,235,108,226,98,121,31,9,6997
"G25001703021","1980","S","1","1","Massachusetts","25","2600","Middlesex","017","190",,"3021",,,,,,,"3850",,"C",,,,,"State: 25 County: 017 Tract: 3021","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","1","1","0","1","1","0",4334,0,440,573,109,0,0,286,66,6,150,0,4,53,6,0,420,1836,157,228,706,762,228,758,153,141,2921,1084,100,229,202,196,92,57,305,7,23,187,28,428,325,135,153,13,60,178,132,172,103,139,125,124,59,99,80,98,47,77,28,2,6872
"G25001703022","1980","S","1","1","Massachusetts","25","2600","Middlesex","017","190",,"3022",,,,,,,"3850",,"C",,,,,"State: 25 County: 017 Tract: 3022","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",792,7,74,6,54,0,0,55,35,0,8,0,0,0,7,0,136,301,59,50,107,47,179,109,20,39,80,551,115,46,8,15,0,0,26,0,0,11,15,0,50,0,0,7,0,0,11,32,50,36,22,15,22,0,0,5,0,0,0,0,4084
"G25001703101","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3101",,,"07",,,,,,"C",,"3","C",,"State: 25 County: 017 Tract: 3101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1",2022,0,84,273,23,49,0,216,53,0,31,62,0,14,14,0,669,268,67,199,96,87,56,149,89,11,1256,218,190,358,13,7,22,24,82,0,0,74,0,74,232,22,19,128,295,242,112,137,51,72,20,17,19,14,7,0,0,0,0,0,4522
"G25001703102","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3102",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3102","0","0","1","1","1","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0",5753,0,169,956,36,287,0,1032,80,0,201,91,7,6,0,5,349,1891,59,584,663,873,216,1136,177,339,4984,374,26,369,258,270,93,211,525,8,75,268,17,380,447,68,101,51,162,184,127,176,141,169,125,159,124,182,63,54,87,95,26,0,6257
"G25001703103","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3103",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3103","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0",5463,22,228,1399,12,83,0,503,53,6,343,76,0,16,6,0,441,1515,146,614,376,846,79,762,202,236,4955,331,16,161,102,123,144,166,488,7,59,286,15,466,563,119,169,28,138,133,180,252,185,272,163,180,86,104,52,95,81,48,23,0,6515
"G25001703104","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3104",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3104","0","0","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0",3217,0,127,909,30,6,4,337,50,0,180,55,7,10,0,0,418,802,80,202,178,513,58,445,89,63,2832,219,35,131,40,65,39,50,219,0,27,144,10,193,329,31,109,67,188,175,177,110,94,86,41,84,63,52,33,38,7,8,0,0,4768
"G25001703105","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3105",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3105","0","0","1","0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0",3252,0,57,1137,9,53,0,213,43,0,30,62,0,11,8,0,531,759,81,258,295,404,49,399,79,45,2818,226,20,188,98,161,54,105,246,0,28,237,0,182,270,47,130,29,79,59,74,125,64,132,91,61,42,53,73,55,32,8,21,0,5633
"G25001703106","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3106",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3106","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0",9012,18,461,2270,15,356,7,944,148,0,165,90,27,30,5,0,1034,2783,137,522,964,1465,194,1425,281,164,7472,861,103,576,335,452,199,338,812,15,75,547,42,558,579,136,145,96,225,200,217,292,276,287,260,276,188,170,143,203,104,89,42,6,6462
"G25001703107","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3107",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3107","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",3888,0,241,748,13,550,0,263,14,0,40,21,0,0,18,0,473,835,116,556,308,439,99,381,40,59,2936,404,45,503,79,124,41,121,264,12,20,286,26,234,338,47,64,89,299,191,223,106,128,85,80,79,51,50,16,68,13,22,7,0,4924
"G25001703108","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3108",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3108","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",2499,0,69,313,29,33,11,314,108,10,10,14,0,18,8,0,496,801,17,248,256,212,157,488,141,55,1786,330,132,251,28,66,48,76,153,0,6,252,10,135,170,14,107,44,85,89,57,79,12,35,31,23,33,0,13,13,0,0,0,0,3767
"G25001703109","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3109",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3109","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0",782,0,38,245,0,21,21,74,21,0,0,0,0,0,5,0,143,51,7,156,45,24,9,10,0,0,526,93,43,120,4,24,16,0,50,13,0,37,8,42,75,16,7,41,152,105,17,70,9,12,23,16,20,0,3,0,0,6,0,0,5473
"G25001703110","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3110",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3110","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1180,0,26,290,0,102,0,144,7,0,20,0,0,4,15,0,277,168,20,107,38,125,0,123,22,0,790,127,165,98,0,0,7,16,32,0,0,20,9,32,34,5,9,52,274,122,79,31,11,12,9,0,0,15,0,0,0,0,0,0,3156
"G25001703111","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3111",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3111","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0",2009,0,21,262,0,293,0,189,5,0,32,43,0,6,0,0,475,456,18,209,148,219,47,226,5,17,1298,248,240,223,46,31,19,15,72,0,26,59,7,65,170,29,66,67,98,76,84,56,52,46,44,41,42,12,0,16,0,3,5,0,3975
"G25001703112","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3112",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3112","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","1","0","1","1","0","0","0","0",2839,0,70,595,26,120,0,397,66,0,38,74,29,38,0,5,306,612,35,428,210,260,65,384,39,30,2274,297,153,115,57,131,42,51,188,0,9,175,11,191,226,56,66,70,132,158,113,98,54,131,34,48,38,25,41,41,44,11,3,0,5154
"G25001703113","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3113",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3113","0","0","1","0","1","1","0","0","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0",3581,0,201,512,17,286,0,511,42,4,133,40,15,34,0,0,231,909,160,486,349,333,129,549,118,79,2957,411,7,206,142,237,35,93,310,0,17,195,14,297,217,27,81,48,83,125,119,117,97,143,105,108,71,23,34,58,44,42,31,7,6475
"G25001703114","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3114",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3114","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0",4768,0,300,470,65,234,6,597,112,0,180,46,61,5,19,0,460,1514,210,489,593,496,194,810,157,184,3704,642,47,375,153,303,113,164,505,0,69,238,0,268,349,139,99,66,89,167,183,174,147,193,210,141,131,91,47,91,34,25,35,24,7150
"G25001703115","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3115",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3115","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0",2678,0,146,193,6,102,0,545,55,0,83,22,13,61,11,0,225,966,154,96,362,412,37,683,93,71,2122,347,6,203,158,235,83,182,243,0,17,113,0,141,133,42,121,22,67,68,59,111,31,57,47,67,76,62,57,106,57,43,11,18,7636
"G25001703116","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3116",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3116","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","1","0",5020,0,333,491,101,291,0,1021,91,6,18,125,88,63,7,0,294,1487,200,404,473,599,88,1033,128,205,4336,446,7,231,216,245,175,201,514,6,67,205,0,295,258,72,88,46,138,127,139,135,126,158,117,156,65,97,54,154,110,97,43,0,7027
"G25001703117","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3117",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3117","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3897,7,212,457,41,115,0,624,99,0,69,127,12,32,17,0,174,1435,43,433,471,667,78,914,130,150,3388,237,81,191,117,188,34,109,372,0,80,154,12,244,454,51,105,29,130,106,120,117,95,105,127,143,58,80,40,82,67,51,26,0,6482
"G25001703118","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3118",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3118","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",2854,0,111,486,27,75,0,183,26,0,34,244,17,45,5,0,323,857,91,330,348,447,69,407,16,89,2191,220,197,246,23,68,53,104,74,0,4,105,6,100,386,68,74,27,90,104,129,83,75,46,91,72,65,22,9,16,21,10,10,0,4527
"G25001703119","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3119",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2576,0,90,104,0,6,0,140,23,0,44,761,0,0,0,0,527,385,31,465,131,104,15,261,21,30,1476,130,201,769,27,29,12,66,89,0,21,79,6,183,440,43,53,82,204,92,94,135,30,17,52,74,27,0,13,45,6,48,6,0,4747
"G25001703120","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3120",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3120","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0",3076,0,11,100,13,7,0,161,52,0,0,1518,7,0,0,0,236,378,108,485,135,157,82,204,82,6,1485,92,65,1434,25,44,5,39,183,8,21,110,8,91,626,39,192,65,157,154,110,91,85,71,98,86,52,41,45,32,14,14,0,9,5130
"G25001703121","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3121",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3121","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0",2495,0,36,167,11,7,0,388,50,0,22,312,0,20,0,0,242,775,10,455,329,317,12,520,90,60,1899,204,103,289,26,116,44,37,118,0,11,95,11,101,253,28,118,45,122,106,70,76,73,45,66,45,62,38,30,21,18,7,12,0,4977
"G25001703122","1980","S","1","1","Massachusetts","25","4560","Middlesex","017","130","2180","3122",,,"07",,,,,,"C",,"3",,,"State: 25 County: 017 Tract: 3122","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4165,0,183,356,56,13,0,486,64,0,113,204,6,32,8,0,574,1642,114,314,526,642,188,1010,86,167,3276,324,330,235,66,99,89,80,276,3,41,194,15,166,416,85,106,69,126,159,97,74,87,104,42,97,61,52,71,78,58,44,0,0,4979
